순번,침수 원인(FLUD_CAUSE),침수 지구 명(F_DSTRC_NM),침수 재해 명(F_DSSTR_NM),침수 원인 상세(F_CUE_DTL),행정구역 코드(ADM_CD),침수위(FLUD_WAL),Latitude,Longitude
90555,2,용천지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 하천 수위 상승으로 인한 하천 범람- 하우스와 수목 등의 부유물이 하천 흐름 방해하여 피해 가중3. 하천 주변 농지를 중심으로 침수 피해 발생,부산광역시 기장군,30.12,35.2445494,129.2221542
90546,2,철마지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 집중호우로 인한 하천(철마천) 수위 상승 및 하천 범람- 하천 주변 주거지역 및 농경지역 침수3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,부산광역시 기장군,67.34,35.2445494,129.2221542
90558,2,명륜1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 시실로 일원에서 많은 양의 우수가 저지대인 명륜1지구로 유입되어    침수 발생,부산광역시 동래구,8.2,35.2048575,129.0836402
90559,2,명륜2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 인근 도로에서 많은 양의 우수가 유입되었으나 배수가 원활하지 못해   침수 발생,부산광역시 동래구,6.5,35.2048575,129.0836402
90556,2,안락1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집수된 우수가 충렬대로 359번길 및 안연로 일원의 저지대로 유입되어   침수 발생,부산광역시 동래구,5.1,35.2048575,129.0836402
90557,2,안락2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 온천천 카페거리 일원의 저지대로 유입된 우수의 배수가 원활하지 못하여 침수 발생,부산광역시 동래구,4,35.2048575,129.0836402
90564,2,사직1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 온천천의 만수위로 사직2동 일원의 우수가 하수관거에서 배수불량으로 흐름이 원활하지 못하여 침수 발생,부산광역시 동래구,5.5,35.2048575,129.0836402
90560,2,온천1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 온천천으로 배수되는 하수암거의 범람으로 우수가 저지대로 유입되어   침수 발생,부산광역시 동래구,10.7,35.2048575,129.0836402
90477,2,흥천1지구,2013.7.22~23.집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,43.5~59.2,37.2980237,127.6371628
90479,2,흥천3지구,2013.7.22.~23.집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,38.1,37.2980237,127.6371628
90522,2,연제4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,부산광역시 연제구,EL. 4.1m,35.1761938,129.0797244
90484,2,흥천8지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,EL. 41.543m,37.2980237,127.6371628
90518,2,수영3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,부산광역시 수영구,EL. 3.1m,35.145615,129.1130831
90485,2,흥천9지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,EL. 41.543m,37.2980237,127.6371628
90489,2,능서3지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,EL. 43.955m,37.2980237,127.6371628
90491,2,능서5지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,EL. 43.955m,37.2980237,127.6371628
90492,2,능서6지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,EL. 43.955m,37.2980237,127.6371628
90496,2,대신4지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,EL. 44.639m,37.2980237,127.6371628
90617,2,만금지구,2014년 8월18일 집중호우,집중호우로 하천 배수 초과 하천역류로 인한 저지대 침수,전라남도 영광군,EL. 6.8m,35.2771719,126.5119874
90620,2,봉남지구,2014년 8월18일 집중호우,집중호우로 하천 배수 초과 하천역류로 인한 저지대 침수,전라남도 영광군,EL. 2.0m,35.2771719,126.5119874
90541,2,금사1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우(단시간 집중호우 발생)2. 지표수 및 노면수가 저지대로 일시 유입3. 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 공단로와 반송로의 저지대로 유입되어 침수 발생,부산광역시 금정구,7.5,35.2429921,129.0922773
90540,2,장전1/2/3/4/5지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우(단시간 집중호우 발생)2. 지표수 및 노면수가 저지대로 일시 유입3. 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 온천천 주변의 저지대로 유입되어 침수 발생,부산광역시 금정구,12.1~16.5,35.2429921,129.0922773
90551,2,삼성지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 하천 하류와 해안이 접하는 지리적 특성으로 인한 수위 상승- 집중호우로 하천 수위 상승과 조수 만조가 겹쳐 하천 범람- 하천 수위 상승으로 내수배제 불량3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 4. 저지대 주거지를 중심으로 침수피해 발생,부산광역시 기장군,3.4,35.2445494,129.2221542
90547,2,좌천지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 집중호우로 인한 저수지 붕괴/ 2개 하천(덕선천/ 좌광천)의 합류지점 및 조수 만조로 인해 침수 피해 발생3. 피해지역은 최근 새로이 형성된 도시지역임,부산광역시 기장군,11.12,35.2445494,129.2221542
90561,2,온천2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중호우로 만수위가 된 온천천의 배수가 원활하지 못해 저지대에 침수발생,부산광역시 동래구,8.7,35.2048575,129.0836402
90563,2,온천4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 내성교차로 일원의 저지대에 집수된 우수가 온천천으로 원활히 배수되지 못하여 침수 발생,부산광역시 동래구,8.2,35.2048575,129.0836402
90574,2,반송1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 석대천의 범람으로 하천수가 저지대로 유입되어 침수 발생,부산광역시 해운대구,26.6,35.1631139,129.1635509
90575,2,반송2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중 호우로 인한 토사 및 우수가 저지대로 유입되어 침수 발생,부산광역시 해운대구,22.8,35.1631139,129.1635509
90622,2,옥실지구,2014년 8월18일 집중호우,집중호우로 하천 배수 초과 하천역류로 인한 저지대 침수,전라남도 영광군,EL. 3.3m,35.2771719,126.5119874
90511,2,초동 신호지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,경상남도 밀양시,EL. 41.4m,35.5037598,128.7464415
90508,2,무안 신법지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,경상남도 밀양시,EL. 42.3m,35.5037598,128.7464415
90507,2,무안 성덕지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,경상남도 밀양시,EL. 35.8m,35.5037598,128.7464415
90519,2,연제1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생- 온천천 제방 한계 수위까지 물이 불어남.2. 하천 수위 상승으로 인한 내수배제 불량- 온천천 수위 상승으로 배수 지연 및 역류 발생3. 하수/ 우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량 및 역류 발생,부산광역시 연제구,EL. 6.1m,35.1761938,129.0797244
90618,2,신장지구,2014년 8월18일 집중호우,집중호우로 하천 배수 초과 하천역류로 인한 저지대 침수,전라남도 영광군,EL. 5.9m,35.2771719,126.5119874
90544,2,노포1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 중앙대로의 저지대로 유입되어 침수 발생,부산광역시 금정구,66.6,35.2429921,129.0922773
90548,2,임랑지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 집중호우로 인한 저수지 붕괴/ 2개 하천(덕선천/ 좌광천)의 합류지점 및 조수 만조로 인해 침수 피해 발생3. 상대적으로 높은 철로로 인해 주변 저지대로 우수 집중,부산광역시 기장군,4.8,35.2445494,129.2221542
90565,2,수안1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집수된 우수가 동래경찰서 및 수안로일원의 저지대로 유입되어 침수 발생,부산광역시 동래구,4.9,35.2048575,129.0836402
90562,2,온천3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 우장춘로 일원에 내수배제된 우수가 저지대로 유입되어 침수 발생,부산광역시 동래구,14.2,35.2048575,129.0836402
90576,2,반여1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 선수천로 주변의 저지대로 유입되어 침수 발생,부산광역시 해운대구,6.2,35.1631139,129.1635509
90577,2,반여2지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 옥봉산의 토사 및 우수가 저지대로 유입되어 침수 발생,부산광역시 해운대구,30.3,35.1631139,129.1635509
90578,2,반여3/4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 수영강의 범람으로 하천수가 저지대로 유입되어 침수 발생,부산광역시 해운대구,5.5/ 5.8,35.1631139,129.1635509
90579,2,반여5지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 호우가 해운대로 저지대로 유입되어 침수 발생,부산광역시 해운대구,2.9,35.1631139,129.1635509
90580,2,석대1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 인근 토사 및 우수가 저지대로 유입되어 침수 발생,부산광역시 해운대구,14.5,35.1631139,129.1635509
90581,2,석대2/3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가  반송로 주변의 저지대로 유입되어 침수 발생,부산광역시 해운대구,9.9/ 8.9,35.1631139,129.1635509
90582,2,석대4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 석대첨단산업단지에 집중된 우수가 저지대로 유입되어 침수 발생,부산광역시 해운대구,6.8,35.1631139,129.1635509
90515,2,하남 파서지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,경상남도 밀양시,EL. 34.2m,35.5037598,128.7464415
90528,2,복다2지구,집중호우,장동천과 용촌천의 합류부로 하천의 수위상승과 흐름의 지체로 내수배제가 않됨,전라남도 순천시,EL. 90.4m,34.950637,127.4872135
90529,2,복다3지구,2014년 7월 18일 집중호우,장동천과 용촌천의 합류부로 하천의 수위상승과 흐름의 제체로 내수배제가 않됨,전라남도 순천시,EL. 126.5m,34.950637,127.4872135
90585,2,진장지구,2014년8월18일 집중호우,내수배제 불량,울산광역시 북구,4.3,35.582734,129.3609087
90583,2,천곡지구,2014년8월18일 집중호우,내수배제 불량으로 역류침수,울산광역시 북구,23,35.582734,129.3609087
90584,2,효문지구,2014년8월18일 집중호우,내수배제 불량,울산광역시 북구,2.9,35.582734,129.3609087
90586,2,동동지구,2014년8월18일 집중호우,내수배제 불량으로 역류침수,울산광역시 중구,EL. 7.4m,35.5687911,129.3321348
90587,2,태화지구,2014년8월18일 집중호우,내수배제 불량으로 역류침수,울산광역시 중구,6.6,35.5687911,129.3321348
90629,2,신동마을지구,2014년 국지성 집중호우,- 2014년 8월 25일 8시간동안 240㎜의 국지성 집중호우 발생- 침수피해지역은 무곡천과 신천천의 합류부 북측에 접하여 집중호우시 하천의 수위상승에 따른 배수능력의 저하와 무곡천의 범람으로 침수 발생,경상남도 창원시 의창구,12.3m,35.2538433,128.6402609
90634,2,지산지구,2014년 국지성 집중호우,- 2014년 8월 25일 8시간동안 240㎜의 국지성 집중호우 발생- 침수피해지역은 공유수면에 근접하여 만조의 영향을 받고/ 상류에서 내려오는 우수의 집중과 배수능력의 저하로 인한 덕곡천의 범람으로 침수 발생,경상남도 창원시 마산합포구,6.0m,35.1969107,128.5678853
90636,2,예곡지구,2014년 국지성 집중호우,- 2014년 8월 25일 8시간동안 240㎜의 국지성 집중호우 발생- 침수피해지역은 우산천 상류지역인 농경지이며 분지형태의 지형으로 우수의 유입이 집중하고 하천 흐름이 저하하여 침수 발생,경상남도 창원시 마산합포구,80.5m,35.1969107,128.5678853
90641,2,옥산면가락리,7.1~7.7까지집중호우,집중호우로 도로에서 내려오는 우수로 인해 피해,충청북도 청주시 흥덕구,31.5,36.6370179,127.4696705
90643,2,덕촌지구,7.1~7.7까지집중호우,주변 농경지 매립으로 구거가 토사에 막혀 범람하여 침수피해,충청북도 청원군,27.8,36.5573058,127.5321341
90655,2,노은지구,집중호우로 인한 내수침수,집중호우시 배수로 적체현상 후 범람으로 인한 과수원/ 논 및 밭의 내수 침수,대전광역시 유성구,51.3,36.362216,127.3561329
90591,2,화명4지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,부산광역시 북구,EL. 23.5m,35.1971347,128.9903711
90592,2,화명5지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,부산광역시 북구,EL. 10.3m,35.1971347,128.9903711
90612,2,상평지구,2014 정읍시 침수흔적도,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생,전라북도 정읍시,EL. 28.8m,35.5698855,126.8558955
90614,2,백운지구,2014 정읍시 침수흔적도,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생. 배수펌프장이 있으나 배수펌프의 미작동으로 인하여 침수피해 가중됨.,전라북도 정읍시,EL. 29.1m,35.5698855,126.8558955
90613,2,농소지구,2014 정읍시 침수흔적도,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생,전라북도 정읍시,EL. 20.4m,35.5698855,126.8558955
90611,2,삼산지구,2014 정읍시 침수흔적도,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생,전라북도 정읍시,EL. 33.0m,35.5698855,126.8558955
90615,2,신면지구,2014 정읍시 침수흔적도,주변에 비해 지대가 낮고 배수로가 협소하여 우수 집중시 배수지연으로 침수피해 발생,전라북도 정읍시,EL. 42.2m,35.5698855,126.8558955
90457,2,노림리 엄나무골지구,2013.07.22. ~ 23 집중호우,하천 인근의 농경지는 저지대이고 배수펌프장이 있으나 국지성 집중호우시 섬강천으로 배수가 원활하지 않아 하천이 범람하여 농경지침수가 발생한 지역임.,강원도 원주시,EL. 50.2m,37.3422186,127.9201621
90645,1,암남공원,2016년 태풍 차바,태풍으로 인한 집중호우 및 해수면 상승으로 월파 피해,부산광역시 서구,0.5~1.0m,35.09773,129.0241207
90603,2,불당지구,7.18 집중호우로 인한 침수흔적도 작성,천안시 서북구 번영로에서 7.18 집중호우에 따른 하천범람 및 아파트공사장 자재물로 인하여 하수구가 막혀 번영로 약 1km가 침수되었음.,충청남도 천안시 서북구,EL. 35.904m,36.8785965,127.143142
90589,2,화명2/3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량,부산광역시 북구,2지구 EL. 9.1m/ 3지구 EL. 7.9m,35.1971347,128.9903711
90588,2,화명1지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2시간 동안 집중호우 발생2. 산으로부터 우수량이 급격히 증가하고 하천의 용량 부족으로 침수피해 발생,부산광역시 북구,1-1지구 140.4m/ 1-2지구 55.1m,35.1971347,128.9903711
90448,2,설천면덕신리,2012년 태풍산바,국지성 집중호우에 의한 침수,경상남도 남해군 설천면 덕신리,2.637,34.927367,127.879469
90449,2,이동면 무림리,2012년 국지성 집중호우,집중호우에 의한 하천 범람,경상남도 남해군 이동면 무림리,3.27,34.7911844,127.9634222
90450,2,창선면상죽리,2012년 국지성집중호우,집중호우에 의한 하천범람,경상남도 남해군 창선면 상죽리,14.263,34.8507599,128.0083291
90451,3,남촌로,7월 집중호우,집중호우,인천광역시 남동구 남촌동,0.2,37.4243564,126.7094056
90452,3,진서면 곰소3지구,2013년 8.23호우,집중호우 및 조수간만차,전라북도 부안군 진서면 곰소리,5.143,35.5931892,126.6087035
90453,3,진서면 곰소5지구,2013년 8.23호우,집중호우 및 조수간만차,전라북도 부안군 진서면 곰소리,6.003,35.5931892,126.6087035
90454,3,변산면 관선지구,2013년 8.23호우,집중호우 및 조수간만차,전라북도 부안군 진서면 운호리,4.355,35.5994417,126.5397538
90455,3,변산면 모항지구,2013년 8.23호우,집중호우 및 조수간만차,전라북도 부안군 변산면 도청리,1.66,35.6038806,126.4947974
90658,1,남원읍 남원1지구,18호 태풍 (차바),태풍(집중호우)에 의한 하천 범람,제주특별자치도 서귀포시,16345,33.2541205,126.560076
90652,1,남원읍 의귀3/4/5지구,제18호태풍(차바),18호태풍(집중호우)에 의한 하천범람,제주특별자치도 서귀포시,14761,33.2541205,126.560076
90458,3,운교지구,2013년 집중호우,집중호우에 의한 역류,강원도 춘천시 운교동,83.477,37.8772595,127.7323191
90459,3,퇴계지구,2013년 집중호우,집중호우에 의한 저지대 침수,강원도 춘천시 퇴계동,75.534,37.8644562,127.7261656
90460,3,퇴계지구2,2013년 집중호우,저지대침수,강원도 춘천시 퇴계동,84.177,37.8644562,127.7261656
90461,3,효자지구,2013년07월 집중호우,집중호우,강원도 춘천시 효자동,74.497,37.8712386,127.7367815
90462,3,대상1지구,2013국지성집중호우,집중호우,강원도 평창군 평창읍 대상리,260.615,37.331189,128.3333674
90463,3,대하1지구,2013국지성집중호우,집중호우,강원도 평창군 평창읍 대하리,256.247,37.3165877,128.348641
90464,3,대화지구,2013년 국지성 집중호우,집중호우 침수,강원도 평창군 대화면 대화리,412.047,37.5015933,128.4623952
90465,3,무이지구,무이리 집중호우,집중호우,강원도 평창군 봉평면 무이리,597.043,37.6022826,128.317089
90466,3,방림지구,2013국지성집중호우,국지성호우에따른  침수,강원도 평창군 방림면 방림리,363.613,37.4353197,128.4104499
90467,3,약수지구,2013년 국지성 집중호우,집중호우에 따른 침수,강원도 평창군 평창읍 약수리,280.674,37.346097,128.3654076
90468,3,천동지구,2013국지성집중호우,집중호우에 따른 하천범람,강원도 평창군 평창읍 약수리,280.047,37.346097,128.3654076
90469,3,하안미지구,2013국지성집중호우,집중호우 침수,강원도 평창군 대화면 하안미리,380.477,37.4476635,128.4722777
90470,3,구만지구,2013.7.11~15.집중호우,하천범람 및 내수침수,강원도 홍천군 북방면 구만리,0.81,37.721397,127.7218989
90471,3,어유포지구,2013.7.11~15.집중호우,하천범람 및 내수침수,강원도 홍천군 서면 어유포리,0.81,37.7086985,127.6908022
90472,3,갑천리지구,2013.7.11~15.집중호우,집중호우로 인한 하천범람,강원도 횡성군 청일면 갑천리,236.8,37.5558218,128.1903814
90473,3,대관대리지구,2013.7.11~15.집중호우,하천범람 및내수침수,강원도 횡성군 갑천면 대관대리,132.752,37.5556562,128.0240038
90474,3,상하가리지구,2013.7.11~15.집중호우,하천범람 및 내수침수,강원도 횡성군 우천면 산전리,164.053,37.4862828,128.0905728
90478,2,흥천2지구,2013.7.22.~23.집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,35.4,37.2980237,127.6371628
90504,2,대신12지구,2013.7.22.~23 집중호우,침수지구는 집중호우로 우수량이 급격히 증가하였으며/ 배수로의 정비 부족과 토사가 쌓여 배수기능이 저하되었고/ 우수가 역류되면서 내수 침수가 발생함.,경기도 여주군,EL. 44.639m,37.2980237,127.6371628
90510,2,삼랑진 율동지구,2014년 국지성 집중호우,8월17일 1차 집중호우 및 8월 25일 2차 집중호우로 인해 상당량의 누적 강우가 발생하여 펌프장 배수용량 초과로 인한 피해 발생,경상남도 밀양시,EL. 32.5m,35.5037598,128.7464415
90539,2,구서1/2/3지구,집중호우로 인한 침수 피해,1. 부산지역의 기록적인 폭우- 2014.8.25. 약 2~3시간 동안 집중호우 발생2. 지표수 및 노면수가 저지대로 일시 유입3. 하수/우수관거 용량 부족- 짧은 시간동안 많은 우수의 유입으로 인해 관거용량을 초과하여 배수 불량4. 집중된 우수가 온천천 주변의 저지대로 유입되어 침수 발생,부산광역시 금정구,24.0/ 24.3/ 21.4,35.2429921,129.0922773
