순번,침수 원인(FLUD_CAUSE),침수 지구 명(F_DSTRC_NM),침수 재해 명(F_DSSTR_NM),침수 원인 상세(F_CUE_DTL),행정구역 코드(ADM_CD),침수위(FLUD_WAL),Latitude,Longitude
32614,2,동광1지구,태풍'볼라벤'으로 인한 침수,하수구에서 물이 넘쳐 대지로 유입. 우수집중유입,제주특별자치도 서귀포시 안덕면 동광리,28.7M,33.3151545,126.3426768
32615,2,동광2지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 우수집중유입,제주특별자치도 서귀포시 안덕면 동광리,28.7M,33.3151545,126.3426768
32616,2,사계1지구,태풍'볼라벤'으로 인한 침수,도로에서 우수가 집중유입되어 침수,제주특별자치도 서귀포시 안덕면 사계리,28.7M,33.237032,126.3020597
32617,2,화순1지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 도로에서 우수 유입,제주특별자치도 서귀포시 안덕면 화순리,28.7M,33.2522985,126.3330875
32618,2,화순2지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 도로및 주위 높은 지대에서 우수유입,제주특별자치도 서귀포시 안덕면 화순리,28.7M,33.2522985,126.3330875
32619,2,화순3지구,태풍'볼라벤'으로 인한 침수,지대가 다른 필지에 비해 낮아 우수집중유입,제주특별자치도 서귀포시 안덕면 화순리,28.7M,33.2522985,126.3330875
32620,2,남원1지구,태풍'볼라벤'으로 인한 침수,태풍으로 인한 바닷물유입,제주특별자치도 서귀포시 남원읍 남원리,31.7M,33.288528,126.7041357
32621,2,남원2지구,태풍'볼라벤'으로 인한 침수,태풍으로 인한 바닷물 유입,제주특별자치도 서귀포시 남원읍 남원리,31.7M,33.288528,126.7041357
32622,2,신례1지구,태풍'볼라벤'으로 인한 침수,파도에 의한 해수유입,제주특별자치도 서귀포시 남원읍 신례리,31.7M,33.299995,126.6297939
32623,2,신례2지구,태풍'볼라벤'으로 인한 침수,파도에 의한 해수유입,제주특별자치도 서귀포시 남원읍 신례리,31.7M,33.299995,126.6297939
32624,2,신례3지구,태풍'볼라벤'으로 인한 침수,파도에 의한 해수유입,제주특별자치도 서귀포시 남원읍 신례리,31.7M,33.299995,126.6297939
32625,2,신례4지구,태풍'볼라벤'으로 인한 침수,파도에 의한 해수유입,제주특별자치도 서귀포시 남원읍 신례리,31.7M,33.299995,126.6297939
32626,2,신례5지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 해수가 해안도로에서 유입,제주특별자치도 서귀포시 남원읍 신례리,31.7M,33.299995,126.6297939
32627,2,신례6지구,태풍'볼라벤'으로 인한 침수,본채는 높고 바깥채는 지대가 낮음. 지대가 낮아 우수유입,제주특별자치도 서귀포시 남원읍 신례리,31.7M,33.299995,126.6297939
32628,2,신례7지구,태풍'볼라벤'으로 인한 침수,파도에 의해 해수유입,제주특별자치도 서귀포시 남원읍 신례리,31.7M,33.299995,126.6297939
32629,2,위미1지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮으며 태풍으로 인한 출입문 파손으로 해수 유입,제주특별자치도 서귀포시 남원읍 위미리,31.7M,33.3060336,126.6580882
32630,2,위미2지구,태풍'볼라벤'으로 인한 침수,해안가로 태풍시 바닷물이 유입,제주특별자치도 서귀포시 남원읍 위미리,31.7M,33.3060336,126.6580882
32631,2,하례1지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 도로에서 우수가 유입되며 배수시설이 협소함,제주특별자치도 서귀포시 남원읍 하례리,31.7M,33.3420367,126.5884214
32632,2,세화1지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 도로에서 우수 유입,제주특별자치도 서귀포시 표선면 세화리,31.7M,33.3255768,126.7999334
32633,2,고성1지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 우수 유입,제주특별자치도 서귀포시 성산읍 고성리,3.21M,33.4445754,126.9095025
32634,2,고성2지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 우수 유입,제주특별자치도 서귀포시 성산읍 고성리,3.13M,33.4445754,126.9095025
32635,2,고성3지구,태풍'볼라벤'으로 인한 침수,해안가로 파도에 의한 해수 유입,제주특별자치도 서귀포시 성산읍 고성리,4.67M,33.4445754,126.9095025
32636,2,성산1지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 많이 낮아 우수 유입,제주특별자치도 서귀포시 성산읍 성산리,7.21M,33.4699253,126.932416
32637,2,성산2지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 우수유입,제주특별자치도 서귀포시 성산읍 성산리,3.28M,33.4699253,126.932416
32638,2,성산3지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 우수 유입,제주특별자치도 서귀포시 성산읍 성산리,5.7M,33.4699253,126.932416
32639,2,성산4지구,태풍'볼라벤'으로 인한 침수,파도에 의해 바닷물이 유입,제주특별자치도 서귀포시 성산읍 성산리,6.74M,33.4699253,126.932416
32640,2,성산5지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 유입. 배수시설 협소,제주특별자치도 서귀포시 성산읍 성산리,5.21M,33.4699253,126.932416
32641,2,성산6지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 우수 유입,제주특별자치도 서귀포시 성산읍 성산리,3.69M,33.4699253,126.932416
32642,2,수산1지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 도로 및 주위필지에서 우수유입,제주특별자치도 서귀포시 성산읍 수산리,44.05M,33.4392962,126.8533722
32643,2,신산1지구,태풍'볼라벤'으로 인한 침수,해안가로 파도에 의한 해수 유입,제주특별자치도 서귀포시 성산읍 신산리,6.22M,33.3847609,126.8665211
32644,2,신산2지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 빗물 및 바닷물 유입,제주특별자치도 서귀포시 성산읍 신산리,3.06M,33.3847609,126.8665211
32645,2,신산3지구,태풍'볼라벤'으로 인한 침수,파도에 의한 바닷물 유입,제주특별자치도 서귀포시 성산읍 신산리,4.45M,33.3847609,126.8665211
32646,2,신산4지구,태풍'볼라벤'으로 인한 침수,지대가 낮음으로 인해 주위필지로부터 우수 유입,제주특별자치도 서귀포시 성산읍 신산리,7.33M,33.3847609,126.8665211
32647,2,신산5지구,태풍'볼라벤'으로 인한 침수,지대가 조금 낮아 도로 및 주위필지에서 우수 유입,제주특별자치도 서귀포시 성산읍 신산리,6.24M,33.3847609,126.8665211
32648,2,온평1지구,태풍'볼라벤'으로 인한 침수,해안가로 도로보다 지대가 낮아 해수 유입,제주특별자치도 서귀포시 성산읍 온평리,2.63M,33.4097585,126.8901093
32649,2,강정1지구,태풍'볼라벤'으로 인한 침수,지대가 낮아 도로에서 우수 유입,제주특별자치도 서귀포시 강정동,33.7M,33.2615636,126.49447
32650,2,법환1지구,태풍'볼라벤'으로 인한 침수,지반에서 물이 역류되어 침수,제주특별자치도 서귀포시 법환동,33.7M,33.2444206,126.5108962
32651,2,김녕1지구,태풍'볼라벤'으로 인한 침수,저지대로 인한 도로에서 빗물유입,제주특별자치도 제주시 구좌읍 동복리,9.61M,33.5354384,126.7180637
32652,2,김녕2지구,태풍'볼라벤'으로 인한 침수,농로 및 상류지역 유수유입,제주특별자치도 제주시 구좌읍 김녕리,21M,33.5398407,126.746583
32653,2,김녕3지구,태풍'볼라벤'으로 인한 침수,농로보다 지대가 낮고 빗물을 차단할수 있는 돌담이 없어 집중유입,제주특별자치도 제주시 구좌읍 김녕리,14.35M,33.5398407,126.746583
32654,2,김녕4지구,태풍'볼라벤'으로 인한 침수,도로보다 지대가 낮아 빗물유입,제주특별자치도 제주시 구좌읍 김녕리,1.73M,33.5398407,126.746583
32655,2,김녕5지구,태풍'볼라벤'으로 인한 침수,도로우수가 대문으로 유입,제주특별자치도 제주시 구좌읍 김녕리,4.32M,33.5398407,126.746583
32656,2,김녕6지구,태풍'볼라벤'으로 인한 침수,저지대로 인해 주위에서 빗물유입,제주특별자치도 제주시 구좌읍 김녕리,49.53M,33.5398407,126.746583
32657,2,김녕7지구,태풍'볼라벤'으로 인한 침수,저지대로 인해 주위에서 빗물유입,제주특별자치도 제주시 구좌읍 김녕리,51.28M,33.5398407,126.746583
18019,2,명호도천1지구,2008년도  집중호우,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로 배수불량으로 침수 피해,경상북도 봉화군 명호면 도천리,210.41M,36.867818,128.895856
18020,2,명호도천2지구,2008년도  집중호우,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로 배수불량으로 침수 피해,경상북도 봉화군 명호면 도천리,210.41M,36.867818,128.895856
18021,2,명호풍호지구,2008년도  집중호우,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로 배수불량으로 침수 피해,경상북도 봉화군 명호면 풍호리,194.67M,36.8436445,128.8765202
18022,2,경남 고성군 고성읍 죽계리/ 마암면 두호리/ 거류면,2006. 7. 9 집중호우 및 제 3 호 태풍 “에위니아 ”,집중호우로 인한 농경지 침수,경상남도 고성군 고성읍 죽계리,1.25M,34.9948082,128.3384428
18023,2,경남 창원시 동읍 송정리/ 무성리 일원,2006.7.3 제3호 태풍 에위니아로 인한 집중호우,집중호우로 인한 농경지 침수,경상남도 창원시 의창구 동읍,1.25M,35.2847297,128.6823332
18024,2,경상남도 창원시 북면 신촌리 일원,2006.7.3 제3호 태풍 에위니아로 인한 집중호우,집중호우로 인한 농경지 침수,경상남도 창원시 의창구 북면 신촌리,0.5M,35.3546031,128.6121202
18025,2,경남 창원시 대산면 유등리 일원,2006.7.3 제3호 태풍 에위니아로 인한 집중호우,집중호우로 인한 농경지 침수,경상남도 창원시 의창구 대산면,0.5M,35.3354015,128.7082241
18026,2,경남 의령군 용덕면 신촌리 일원,태풍나리집중호우,농경지침수,경상남도 의령군 용덕면,1.6M,35.3482126,128.2911641
18027,2,경남 의령군 정곡면 죽전리 일원,태풍나리,농경지침수,경상남도 의령군 정곡면,1.2M,35.380555,128.3264018
18028,2,경남 의령군 낙서면 정곡리 일원,태풍나리,농경지침수,경상남도 의령군 낙서면 정곡리,1.4M,35.4782146,128.4010346
18029,2,울산광역시 남구 무거동,국지성 집중호우,집중호우에 의한 건물침수,울산광역시 남구 무거동,0.57M,35.5510418,129.260725
18030,2,울산광역시 남구 삼산동,국지성 집중호우,집중호우에 의한 건물침수,울산광역시 남구 삼산동,0.61M,35.544405,129.3318295
18031,2,울산광역시 남구 신정3동,국지성 집중호우,집중호우에 의한 건물침수,울산광역시 남구 신정동,0.49M,35.5352835,129.3072816
18032,2,울산광역시 남구 신정4동,국지성 집중호우,집중호우에 의한 건물침수,울산광역시 남구 신정동,0.64M,35.5352835,129.3072816
18033,2,울산광역시 남구 야음동,국지성 집중호우,집중호우에 의한 건물침수,울산광역시 남구 야음동,0.3M,35.5247721,129.3327481
18034,2,청량면 화정마을1-1,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 덕하리,1.34M,35.482923,129.2893084
18035,2,청량면 화정마을1-2,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 덕하리,1.26M,35.482923,129.2893084
18036,2,청량면 화정마을1-3,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 덕하리,0.84M,35.482923,129.2893084
18037,2,청량면 화정마을2,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 덕하리,1.32M,35.482923,129.2893084
18038,2,청량면 화정마을3,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 덕하리,0.67M,35.482923,129.2893084
18039,2,청량면 덕정마을4,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 덕하리,1.5M,35.482923,129.2893084
18040,2,청량면 덕정마을5,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 덕하리,1.34M,35.482923,129.2893084
18041,2,청량면 화창2리6,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면 상남리,0.7M,35.4866032,129.3127748
18042,2,청량면 화창2리7,국지성 집중호우,집중호우에 의한 농경지침수,울산광역시 울주군 청량면,1.1M,35.4932195,129.305922
19000,2,이화동 11번지 일원,제3호 에위니아 태풍 및 집중호우,집중 호우로 인한 우수와 계양천의 수위상승으로 역류와 맞물려 배수불량에 의한 침수,인천광역시 계양구 이화동,6.13M,37.5867154,126.73941
19001,2,인천광역시 계양구 선주지동/ 노오지동/ 상야동,제3호 에위니아 태풍 및 집중호우,집중 호우로 인한 우수와 굴포천의 수위상승과 맞물려 배수불량에 의한 침수,인천광역시 계양구,6.13M,37.5369504,126.7377435
19002,2,서운동 117-10번지 일원,제3호 에위니아 태풍 및 집중호우,주변지역 성토로 배수불량 침수,인천광역시 계양구 서운동,6.13M,37.5309726,126.7511591
19003,1,덕양시가지,2006.7.10 집중호우 및 제3호 태풍 “에위니아”,태풍 에위니아로 인한 집중호우,전라남도 여수시 소라면 덕양리,0M,34.7871266,127.6281305
19004,1,벌교읍 벌교.회정리일원,집중호우 및 제11호 태풍 ‘나리’피해현황,해수 월류(만조 시)로 인한 피해 발생,전라남도 보성군 벌교읍,2.3M,34.8475775,127.3416
19005,1,벌교읍 장양리일원,집중호우 및 제11호 태풍“나리”피해,해수 월류(만조 시)로 인한 피해와 지반유실로인한 침수,전라남도 보성군 벌교읍,2.25M,34.8475775,127.3416
19006,1,장천동 지역 일대,제11호 태풍나리,태풍“나리” 집중호우로 인해 도로배수기능 저하,전라남도 순천시 장천동,1.37M,34.9484982,127.4867136
19007,1,조곡동(철도운동장앞/ 순천역~경주장사이),제 11 호 태풍 나리,태풍“나리” 집중호우로 인해 도로배수기능 저하,전라남도 순천시 조곡동,0.3M,34.9557377,127.4968791
19008,1,(샘플)풍덕동(시장지역~보건소/ 삼산중학교앞),제 11 호 태풍 나리,태풍“나리” 집중호우로 인해 도로배수기능 저하,전라남도 순천시,0.32M,34.950637,127.4872135
19009,1,조곡동_덕연동(이마트앞도로/명암마을),제 11 호 태풍 나리,태풍“나리” 집중호우로 인해 도로배수기능 저하,전라남도 순천시,0.54M,34.950637,127.4872135
19010,1,연향동 흥덕사입구 앞 지역 일대,제 11 호 태풍 나리,태풍“나리” 집중호우로 인해 도로배수기능 저하,전라남도 순천시 연향동,0.25M,34.9386358,127.5198669
19011,4,법성면 법성_진내리 법성포항 일대,법성면 법성/진내리,2007년 3월 해수범람(만조 시)으로 인한 침수피해,전라남도 영광군 법성면,4.4M,35.3620265,126.4460554
19012,4,염산면 봉남리 설도항,영광군 염산면 설도항,2007년 3월 해수월류(만조 시)으로 인한 침수피해,전라남도 영광군 염산면 봉남리,4.39M,35.2183034,126.36454
19013,2,진도읍 포산리 일원(포산지구),집중 호우에 의한 침수,우수 및 하천 범람으로 농경지 침수,전라남도 진도군 진도읍 포산리,1M,34.4699127,126.2332772
19014,2,진도읍 포산리 일원(조금지구),집중 호우에 의한 침수,우수 및 하천 범람으로 농경지 침수,전라남도 진도군 진도읍,0.55M,34.4807356,126.262934
19015,1,고흥읍 남계_호형리 주택 및 상가지역,집중호우 및 제11호 태풍 ‘나리’피해현황,집중호우와 하천 통수단면의 절대부족으로 하천범람,전라남도 고흥군 고흥읍,23.01M,34.6063835,127.2805008
19016,1,도양읍 봉암리 농경지 및  시가지지역,집중호우 및 제11호 태풍“나리”피해,배수펌프장 노후와 하천 통수단면의 절대부족으로 하천범람,전라남도 고흥군 도양읍 봉암리,2.55M,34.5321793,127.1485949
19017,1,고흥군 점암면 신안1지구,집중호우 및 제11호 태풍“나리”피해,하천 배수여건 불량으로 하천범람,전라남도 고흥군 점암면 신안리,1.16M,34.6491163,127.3377832
19018,1,고흥군 점암면 신안2지구,집중호우 및 제11호 태풍“나리”피해,고지대 다량의 빗물 유입 및 하천범람,전라남도 고흥군 점암면 신안리,-2.75M,34.6491163,127.3377832
19019,1,고흥군 도양읍 장계리 일원,집중호우 및 제11호 태풍 ‘나리’피해현황,집중호우와 만조 시 해수유입으로 침수,전라남도 고흥군 도양읍 장계리,5.23M,34.5858686,127.1499345
19020,1,고흥군 금산면 신전리 대흥리 일원,집중호우 및 제11호 태풍“나리”피해,집중호우와 하천의 범람,전라남도 고흥군 금산면,2.55M,34.4588747,127.12501
19021,2,대야면지구,2005. 07. 01 ~ 07.03  집중호우,우수유입/  저지대 및 배수불량(배수로 용량부족),전라북도 군산시 대야면 산월리,5.25M,35.9477454,126.8229848
19022,1,나운2동지구,2006. 07. 09  제3호 태풍 “에위니아”,우수유입/ 저지대로 인한 내수침수,전라북도 군산시 나운동,4.98M,35.9595484,126.6963588
19023,1,미성동지구,2006. 07. 09  제3호 태풍 “에위니아”,우수유입/ 저지대로 인한 내수침수 및 배수불량,전라북도 군산시 산북동,4.54M,35.9620976,126.6529568
19024,1,신풍동지구,2006. 07. 09  제3호 태풍 “에위니아”,우수유입/ 저지대로 인한 내수침수 및 배수불량,전라북도 군산시 문화동,6.23M,35.972634,126.704352
19025,1,옥서면지구,2006. 07. 09  제3호 태풍 “에위니아”,우수유입/ 저지대로 인한 내수침수 및 배수불량,전라북도 군산시 옥서면 선연리,4M,35.9076695,126.6242401
19026,2,소룡동지구(솔고지아파트 뒤편),2005. 07. 01 ~ 07.03  집중호우,우수유입/  저지대 및 배수불량(배수로 용량부족),전라북도 군산시 소룡동,4.95M,35.9742779,126.6792641
19027,4,군산시 소룡동 재해위험지구 일원,해수면 만조시(백중사리) 상습침수,해안가 위치/ 저지대,전라북도 군산시 소룡동,4.3 M~ 4.61 M,35.9742779,126.6792641
19028,4,부안군 위도면 진리(농협 일원),2007. 03. 31  해수면 범람,해수면 범람,전라북도 부안군 위도면 진리,3.5M,35.6089686,126.3067147
19029,2,줄포면 줄포리/ 우포리 (면사무소 일원),2005. 08. 02 ~ 2005.08. 03 집중호우,저지대 및 배수불량(하수관거 병목현상),전라북도 부안군 줄포면,4.4M,35.5903088,126.6776172
19030,2,부안군 하서면 장신리 (평지마을 일원),집중호우,집중호우,전라북도 부안군 하서면 장신리,12.95M,35.7284749,126.6202422
19031,2,부안군 하서면 백련리 (월포마을 일원),집중호우,집중호우,전라북도 부안군 하서면 백련리,12.95M,35.6975486,126.6014391
19032,2,부안군 하서면 석상리 (마전마을 일원),집중호우,집중호우,전라북도 부안군 하서면 석상리,12.95M,35.702116,126.6426584
19033,1,창인동 1가 창인시장 앞,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 창인동1가,12.5M,35.9410188,126.9512908
19034,1,중앙동1가 (역전앞),태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 중앙동1가,10.3M,35.9397606,126.9480782
19035,1,주현동(한빛광고 앞),태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 주현동,7.2M,35.934402,126.9565747
19036,1,동산동,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 동산동,7.3M,35.9296771,126.9609603
19037,1,마동_주현동 동사무소 앞,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 마동,9.6M,35.9378711,126.9583493
19038,1,마동(익산대 뒤),태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 마동,12.8M,35.9378711,126.9583493
19039,1,남중동 연세병원 앞,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 남중동,13.9M,35.9510915,126.9592099
19040,1,남중동 시청 앞,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 남중동,15.8M,35.9510915,126.9592099
19041,1,남중동 우체국 뒤,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 남중동,25.1M,35.9510915,126.9592099
19042,1,어양동 어양자이아파트 앞,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 어양동,21.3M,35.9517411,126.9849761
19043,1,금강동 대우자동차 뒤,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 금강동,9.5M,35.9204888,126.9825591
19044,1,금강동 신흥초교 앞,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 금강동,7.5M,35.9204888,126.9825591
19045,1,부송동 화물터미널,태풍갈매기 집중호우,태풍 갈매기에 의한 집중호우,전라북도 익산시 부송동,16.7M,35.9715334,126.9953047
19046,2,사호리1-1지구,2007. 08. 04 ~ 08.05  호우피해(침수),집중호우,충청남도 보령시 천북면,0.65M,36.478695,126.5272809
19047,2,사호리1-2지구,2007. 08. 04 ~ 08.05  호우피해(침수),집중호우,충청남도 보령시 천북면,0.77M,36.478695,126.5272809
19048,2,사호리1-3지구,2007. 08. 04 ~ 08.05  호우피해(침수),집중호우,충청남도 보령시 천북면 사호리,0.72M,36.4832865,126.5000291
19049,2,장은리2지구,2007. 08. 04 ~ 08.05  호우피해(침수),집중호우,충청남도 보령시 천북면 장은리,0.76M,36.5083483,126.5039634
19050,2,궁포리3지구,2007. 08. 04 ~ 08.05  호우피해(침수),집중호우,충청남도 보령시 천북면 궁포리,0.74M,36.4998466,126.5373104
19051,1,충청남도 연기군 조치원읍 죽림리 일원,충청남도 연기군 조치원읍 죽림리 일원,제7호 태풍 갈매기의 영향으로 집중호우 및 하수역류,세종특별자치시 조치원읍 죽림리,29.23M,36.5908716,127.2982866
19052,2,충청북도 제천시 송학면 장곡리 일원,충청북도 제천시 송학면 장곡리 일원,집중호우에 의한 침수,충청북도 제천시 송학면 장곡리,1.25M,37.2077457,128.3175693
19053,2,향산지구,집중 호우에 의한 침수,향산소하천 역류로 인한 주거 및 농경지 침수,충청북도 단양군 가곡면 향산리,1M,37.0558403,128.442628
19054,2,상리지구,집중 호우에 의한 침수,남한강 수위상승으로 인한 주거지 침수,충청북도 단양군 영춘면,0.5M,37.0786946,128.4873608
19055,2,느티지구,집중 호우에 의한 침수,남한강 수위상승으로 인한 농경지 침수,충청북도 단양군 영춘면 상리,1.25M,37.0910533,128.4768784
19056,2,하리지구,집중 호우에 의한 침수,남한강 수위상승으로 인한 주거지 및 농경지 침수,충청북도 단양군 영춘면,1.25M,37.0786946,128.4873608
19057,2,용진지구,집중 호우에 의한 침수,남한강 수위상승으로 인한 주거지 및 농경지 침수,충청북도 단양군 영춘면,1.25M,37.0786946,128.4873608
19058,2,단암지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 앙성면,60M,37.1076081,127.7528363
19059,2,강천지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 앙성면 강천리,50M,37.169092,127.7531912
19060,2,영죽지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 앙성면 영죽리,55M,37.1327813,127.7723725
19061,2,충청북도 제천시 송학면 장곡리 일원,집중호우에 의한 침수,시곡천 역류 범람,충청북도 제천시 송학면 장곡리,2.5M,37.2077457,128.3175693
19062,2,덕은지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 소태면 덕은리,45M,37.1344459,127.8049432
19063,2,복탄2지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 소태면 복탄리,60M,37.1184979,127.8261482
19065,2,능암지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 앙성면 능암리,65M,37.0820615,127.8114341
19066,2,봉황지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 가금면,70M,37.028965,127.8570248
19067,2,가흥지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 가금면 가흥리,60M,37.0672072,127.8531011
19068,2,중청지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 소태면 중청리,70M,37.0940779,127.8492394
19069,2,양촌지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 소태면 양촌리,65M,37.0905061,127.8718173
19070,2,장천지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 가금면,60M,37.028965,127.8570248
19071,2,목계지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 엄정면 목계리,60M,37.0806684,127.8887788
19072,2,율능지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 엄정면 율능리,60M,37.0732811,127.9006196
19073,2,하담지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 금가면,60M,37.042986,127.9244717
19074,2,하담_매하지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 금가면 하담리,60M,37.0603417,127.8928309
19075,2,유송지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 금가면 유송리,60M,37.0004464,127.902225
19076,2,토계지구,집중 호우에 의한 침수,집중호우(괴산 칠성댐 방류) 및 내수에 의한 침수,충청북도 충주시 살미면 토계리,80M,36.8937786,127.9167319
19077,2,복탄1지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 소태면 복탄리,65M,37.1184979,127.8261482
19078,2,월상지구,집중 호우에 의한 침수,충주댐 방류로 남한강 수위상승에 의한 침수,충청북도 충주시 금가면 월상리,65M,37.036753,127.8700852
19079,2,맹동지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 음성군 맹동면 용촌리,72.1M,36.9285714,127.5259119
19080,2,주천지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 음성군 감곡면 주천리,66.8M,37.0867691,127.6254297
19081,2,왕장지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 음성군 감곡면 왕장리,62.8M,37.1251553,127.6416321
19082,2,단평지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 음성군 감곡면 단평리,60.4M,37.1418843,127.6457086
19083,2,삼용지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 진천군 이월면,63M,36.9256469,127.4285446
19084,2,용몽지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 진천군 덕산면 용몽리,80M,36.9124108,127.5120133
19085,2,오갑(상)지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 진천군 초평면 오갑리,53M,36.8663076,127.515612
19086,2,오갑(하)지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 진천군 초평면 오갑리,51M,36.8663076,127.515612
19087,2,삼덕지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 진천군 진천읍 삼덕리,55M,36.8582695,127.472258
19088,2,신현지구,집중 호우에 의한 침수,집중호우에 의한 하천범람으로 농경지침수,충청북도 제천시 덕산면 신현리,0.25M,36.9223638,128.1403818
20000,2,제주시 한경면 신창리일원 (제주_제1지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면,0.25M,33.3501173,126.184217
20001,2,제주시 한경면 두모리일원 (제주_제2지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면 두모리,0.25M,33.336132,126.1989307
20002,2,제주시 한경면 두모리일원 (제주_제3지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면,0.25M,33.3501173,126.184217
